Gene	Gene.name	Tissue	nTPM	brain_2	brain_1	mean_expression	sd_expression
ENSG00000072832	CRMP1	amygdala	62.2	Brain	Brain	14.2	23.4792830958247
ENSG00000072858	SIDT1	cerebellum	10.3	Brain	Brain	3.092	2.93298204451875
ENSG00000072864	NDE1	spinal cord	36.7	Brain	Brain	11.312	7.15905705796397
ENSG00000073150	PANX2	cerebellum	39.5	Brain	Brain	5.14	9.23301529450544
ENSG00000073670	ADAM11	cerebellum	94.8	Brain	Brain	4.798	14.884733858582
ENSG00000073969	NSF	basal ganglia	104.2	Brain	Brain	25.042	30.6168760320053
ENSG00000074211	PPP2R2C	amygdala	96.7	Brain	Brain	20.206	35.5124778875579
ENSG00000074317	SNCB	amygdala	365.3	Brain	Brain	49.762	129.337851981166
ENSG00000074410	CA12	choroid plexus	149.3	Brain	Brain	27.194	50.584160665213
ENSG00000074590	NUAK1	cerebral cortex	31.7	Brain	Brain	7.478	6.23228231526323
ENSG00000074657	ZNF532	cerebellum	64.8	Brain	Brain	23.944	14.3416783807025
ENSG00000074696	HACD3	choroid plexus	111.4	Brain	Brain	42.536	24.9796305588602
ENSG00000074706	IPCEF1	cerebral cortex	19.1	Brain	Brain	3.868	6.39998214283223
ENSG00000074855	ANO8	cerebellum	28.3	Brain	Brain	7.024	5.34810895436463
ENSG00000074935	TUBE1	cerebellum	30.6	Brain	Brain	10.952	6.45654990956423
ENSG00000074964	ARHGEF10L	cerebellum	77.3	Brain	Brain	19.214	17.3226996293586
ENSG00000075035	WSCD2	cerebellum	107.8	Brain	Brain	5.202	15.5025276411721
ENSG00000075043	KCNQ2	amygdala	91.2	Brain	Brain	12.274	30.8093201509424
ENSG00000075292	ZNF638	cerebellum	65.9	Brain	Brain	25.342	9.12017476560082
ENSG00000075340	ADD2	cerebellum	38	Brain	Brain	4.95	11.374716861244
ENSG00000075399	VPS9D1	cerebellum	38.6	Brain	Brain	15.77	9.17939685004479
ENSG00000075407	ZNF37A	cerebellum	11.2	Brain	Brain	5.716	2.16553335090401
ENSG00000075413	MARK3	cerebellum	84.8	Brain	Brain	34.734	12.6018723908434
ENSG00000075461	CACNG4	amygdala	36.8	Brain	Brain	5.108	11.568321275918
ENSG00000075618	FSCN1	basal ganglia	77	Brain	Brain	25.946	23.3048406113058
ENSG00000075711	DLG1	spinal cord	40.2	Brain	Brain	22.692	7.95040340396098
ENSG00000075826	SEC31B	cerebellum	7.8	Brain	Brain	2.15	1.50309205116843
ENSG00000075856	SART3	cerebellum	24.5	Brain	Brain	16.1	3.72487501502413
ENSG00000075914	EXOSC7	choroid plexus	35.8	Brain	Brain	18.484	8.56879388078792
ENSG00000075945	KIFAP3	cerebral cortex	62.4	Brain	Brain	22.446	12.5977356241962
ENSG00000076344	RGS11	cerebellum	170.1	Brain	Brain	15.056	27.0566236184904
ENSG00000076356	PLXNA2	cerebellum	17.9	Brain	Brain	6.476	5.56177038324294
ENSG00000076641	PAG1	cerebellum	13.8	Brain	Brain	5.17	4.31183705345068
ENSG00000076864	RAP1GAP	basal ganglia	227.2	Brain	Brain	31.808	47.8224174228287
ENSG00000077044	DGKD	cerebellum	32.5	Brain	Brain	5.922	6.60767302892197
ENSG00000077063	CTTNBP2	basal ganglia	11.6	Brain	Brain	4.458	3.55895478809067
ENSG00000077080	ACTL6B	basal ganglia	32.2	Brain	Brain	4.33	10.9165339868346
ENSG00000077092	RARB	basal ganglia	15	Brain	Brain	5.274	3.58766651465938
ENSG00000077254	USP33	cerebellum	52.4	Brain	Brain	26.066	6.37138404853118
ENSG00000077264	PAK3	cerebral cortex	19.6	Brain	Brain	3.304	4.84388779593333
ENSG00000077279	DCX	cerebral cortex	6	Brain	Brain	0.454	1.00085881489196
ENSG00000077327	SPAG6	choroid plexus	96.8	Brain	Brain	6.168	19.6922386036857
ENSG00000077380	DYNC1I2	spinal cord	153.6	Brain	Brain	59.036	19.3313719858975
ENSG00000077942	FBLN1	choroid plexus	1826.9	Brain	Brain	242.104	339.996552179397
ENSG00000078018	MAP2	amygdala	200.2	Brain	Brain	36.788	80.0299603082419
ENSG00000078053	AMPH	cerebellum	50.5	Brain	Brain	7.722	13.5979333663882
ENSG00000078124	ACER3	midbrain	10	Brain	Brain	4.65	2.52022431784254
ENSG00000078140	UBE2K	cerebral cortex	39.8	Brain	Brain	21.158	6.98020787948442
ENSG00000078269	SYNJ2	midbrain	46.5	Brain	Brain	11.212	16.7483735427214
ENSG00000078295	ADCY2	cerebral cortex	36.6	Brain	Brain	6.692	12.1236123127641
ENSG00000078328	RBFOX1	cerebral cortex	60.6	Brain	Brain	7.022	16.3240687455108
ENSG00000078549	ADCYAP1R1	amygdala	46.2	Brain	Brain	9.028	16.1634892171669
ENSG00000078579	FGF20	cerebellum	2.8	Brain	Brain	0.37	0.52654049982806
ENSG00000078725	BRINP1	amygdala	27.4	Brain	Brain	4.712	9.64366430484231
ENSG00000078804	TP53INP2	midbrain	643	Brain	Brain	86.134	164.816454015628
ENSG00000078900	TP73	cerebellum	6.2	Brain	Brain	1.044	1.62696161037458
ENSG00000078902	TOLLIP	cerebral cortex	136.1	Brain	Brain	37.802	27.8586116096321
ENSG00000079102	RUNX1T1	cerebellum	16.8	Brain	Brain	3.256	2.77423716302963
ENSG00000079215	SLC1A3	amygdala	367.4	Brain	Brain	52.446	105.280488744136
ENSG00000079432	CIC	cerebellum	119	Brain	Brain	36.304	20.6677996617236
ENSG00000079459	FDFT1	spinal cord	162.6	Brain	Brain	61.586	47.4427905105567
ENSG00000079462	PAFAH1B3	cerebellum	64.7	Brain	Brain	18.744	11.7368451763614
ENSG00000079482	OPHN1	amygdala	9.4	Brain	Brain	4.258	2.43369962763506
ENSG00000079689	SCGN	cerebellum	31.9	Brain	Brain	5.672	10.9980710739174
ENSG00000079841	RIMS1	cerebellum	63.6	Brain	Brain	3.73	10.1848076134235
ENSG00000079974	RABL2B	choroid plexus	50.1	Brain	Brain	20.536	13.6635185357034
ENSG00000080503	SMARCA2	choroid plexus	116.7	Brain	Brain	52.366	28.667158269792
ENSG00000080573	COL5A3	basal ganglia	39.4	Brain	Brain	14.406	12.0873084055052
ENSG00000080603	SRCAP	cerebellum	13.8	Brain	Brain	7.72	2.86413430308749
ENSG00000080815	PSEN1	spinal cord	81	Brain	Brain	23.444	11.2203743253066
ENSG00000080819	CPOX	spinal cord	35.8	Brain	Brain	11.662	7.7296114959001
ENSG00000080822	CLDND1	midbrain	698.8	Brain	Brain	119.778	222.60413503503
ENSG00000080824	HSP90AA1	choroid plexus	922.8	Brain	Brain	411.292	181.143778546552
ENSG00000080854	IGSF9B	cerebellum	9.1	Brain	Brain	2.404	2.28936850752894
ENSG00000081138	CDH7	cerebellum	4.3	Brain	Brain	0.286	0.804581270232015
ENSG00000081177	EXD2	spinal cord	18.8	Brain	Brain	10.756	3.75978505681766
ENSG00000081386	ZNF510	cerebellum	7.1	Brain	Brain	3.984	1.40833669443708
ENSG00000081721	DUSP12	cerebellum	19.3	Brain	Brain	11.146	3.70114212929259
ENSG00000081803	CADPS2	cerebellum	170.4	Brain	Brain	16.894	24.2559684218469
ENSG00000081818	PCDHB4	spinal cord	7	Brain	Brain	2.26	1.69873902813654
ENSG00000081842	PCDHA6	cerebellum	3	Brain	Brain	0.452	0.641821387831187
ENSG00000081853	PCDHGA2	cerebral cortex	4.9	Brain	Brain	1.652	1.12617104584064
ENSG00000081870	HSPB11	choroid plexus	86	Brain	Brain	35.922	18.047616044729
ENSG00000081913	PHLPP1	amygdala	26.3	Brain	Brain	8.594	7.78330001886561
ENSG00000082014	SMARCD3	amygdala	124.9	Brain	Brain	33.124	37.0577847724995
ENSG00000082212	ME2	choroid plexus	88.9	Brain	Brain	17.838	13.4411019045376
ENSG00000082258	CCNT2	cerebellum	21.6	Brain	Brain	11.256	4.0166571541367
ENSG00000082293	COL19A1	cerebellum	2	Brain	Brain	0.494	0.720376885486241
ENSG00000082397	EPB41L3	cerebellum	54.3	Brain	Brain	18.258	17.3561033198405
ENSG00000082497	SERTAD4	basal ganglia	4.2	Brain	Brain	1.454	1.32837325710964
ENSG00000082556	OPRK1	cerebral cortex	2.1	Brain	Brain	0.164	0.407961582825178
ENSG00000082684	SEMA5B	amygdala	12.1	Brain	Brain	2.636	3.46732620622983
ENSG00000082701	GSK3B	cerebral cortex	20.6	Brain	Brain	12.672	3.87303814721672
ENSG00000082805	ERC1	cerebellum	19.8	Brain	Brain	8.326	3.0266712367732
ENSG00000082996	RNF13	spinal cord	183.5	Brain	Brain	45.67	24.8962438770123
ENSG00000083067	TRPM3	choroid plexus	676.9	Brain	Brain	15.584	95.5137544534604
ENSG00000083290	ULK2	spinal cord	35.9	Brain	Brain	10.016	6.6529833725256
ENSG00000083544	TDRD3	choroid plexus	19.6	Brain	Brain	9.706	2.82903387273133
ENSG00000083812	ZNF324	cerebellum	7.2	Brain	Brain	3.652	1.19492805692414
ENSG00000083814	ZNF671	cerebellum	18.4	Brain	Brain	5.524	3.2002270327626
ENSG00000083857	FAT1	choroid plexus	84.1	Brain	Brain	15.714	13.561635714961
ENSG00000083937	CHMP2B	spinal cord	55.5	Brain	Brain	27.25	8.35764955728876
ENSG00000084112	SSH1	cerebellum	9.8	Brain	Brain	5.342	1.76208248781876
ENSG00000084207	GSTP1	choroid plexus	2357.1	Brain	Brain	434.798	407.03454573843
ENSG00000084444	FAM234B	cerebellum	21	Brain	Brain	5.21	5.22596539270155
ENSG00000084453	SLCO1A2	amygdala	45.7	Brain	Brain	7.182	15.8544616780905
ENSG00000084628	NKAIN1	cerebellum	32.7	Brain	Brain	3.02	6.40901788139818
ENSG00000084710	EFR3B	basal ganglia	34	Brain	Brain	5.266	8.35714554334511
ENSG00000084731	KIF3C	amygdala	45.1	Brain	Brain	9.808	16.8469077886957
ENSG00000084764	MAPRE3	basal ganglia	150.8	Brain	Brain	44.08	45.9226501404086
ENSG00000085063	CD59	choroid plexus	1415.9	Brain	Brain	365.46	242.940320209869
ENSG00000085365	SCAMP1	cerebral cortex	41.9	Brain	Brain	21.442	8.26781539637717
ENSG00000085415	SEH1L	cerebral cortex	29.9	Brain	Brain	15.36	5.62773742914758
ENSG00000085433	WDR47	cerebral cortex	42.9	Brain	Brain	10.952	8.16306365057049
ENSG00000085788	DDHD2	cerebellum	39.2	Brain	Brain	22.828	7.74736400200687
ENSG00000085832	EPS15	cerebral cortex	49.9	Brain	Brain	25.398	9.44052251234657
ENSG00000085872	CHERP	cerebellum	26.5	Brain	Brain	14.856	5.47603908693434
ENSG00000085978	ATG16L1	cerebellum	21.7	Brain	Brain	9.162	4.35552147818591
ENSG00000085998	POMGNT1	spinal cord	78.1	Brain	Brain	29.832	17.6663110733049
ENSG00000086065	CHMP5	cerebral cortex	78	Brain	Brain	51.92	12.3953249910058
ENSG00000086289	EPDR1	cerebellum	75.1	Brain	Brain	23.932	21.7199657984472
ENSG00000086300	SNX10	cerebral cortex	44.7	Brain	Brain	10.392	11.4560890145898
ENSG00000086504	MRPL28	basal ganglia	95.9	Brain	Brain	48.4	21.8593556302886
ENSG00000086506	HBQ1	amygdala	12.9	Brain	Brain	1.688	4.41008306645818
ENSG00000086570	FAT2	cerebellum	226.4	Brain	Brain	8.504	33.2280798391348
ENSG00000086717	PPEF1	spinal cord	10.3	Brain	Brain	0.934	2.42971485687401
ENSG00000087053	MTMR2	spinal cord	24	Brain	Brain	12.25	4.97550120539609
ENSG00000087076	HSD17B14	choroid plexus	142.6	Brain	Brain	21.266	24.5711678557597
ENSG00000087085	ACHE	hypothalamus	104.5	Brain	Brain	13.502	27.8413690872604
ENSG00000087095	NLK	cerebral cortex	41.7	Brain	Brain	13.412	11.6040745834718
ENSG00000087152	ATXN7L3	amygdala	67.5	Brain	Brain	31.712	14.0521280253496
ENSG00000087250	MT3	amygdala	4115.5	Brain	Brain	457.98	1101.08965732559
ENSG00000087258	GNAO1	amygdala	115.7	Brain	Brain	21.53	36.337259508271
ENSG00000087365	SF3B2	choroid plexus	174.2	Brain	Brain	102.568	21.9380709065779
ENSG00000087470	DNM1L	cerebral cortex	38.6	Brain	Brain	20.912	8.7180469634628
ENSG00000087495	PHACTR3	amygdala	89.1	Brain	Brain	11.812	24.6316010731859
ENSG00000087842	PIR	choroid plexus	34.1	Brain	Brain	13.81	7.9071977027392
ENSG00000088038	CNOT3	cerebellum	34.7	Brain	Brain	21.634	6.17065504411561
ENSG00000088053	GP6	cerebellum	2.3	Brain	Brain	0.418	0.546114288703867
ENSG00000088179	PTPN4	cerebellum	11.2	Brain	Brain	4.808	2.72680122083719
ENSG00000088247	KHSRP	cerebellum	118.7	Brain	Brain	66.584	25.134555122868
ENSG00000088367	EPB41L1	cerebral cortex	97.6	Brain	Brain	37.39	27.6538608589861
ENSG00000088538	DOCK3	cerebellum	23.2	Brain	Brain	3.798	5.46982408402721
ENSG00000088543	C3orf18	cerebellum	56	Brain	Brain	11.806	10.6870207375535
ENSG00000088727	KIF9	choroid plexus	110.4	Brain	Brain	12.736	17.1994988061767
ENSG00000088826	SMOX	amygdala	57.8	Brain	Brain	15.576	15.4660333555538
ENSG00000088832	FKBP1A	basal ganglia	364.5	Brain	Brain	149.5	59.0306630800762
ENSG00000088833	NSFL1C	choroid plexus	69.4	Brain	Brain	24.77	10.9440553241829
ENSG00000088854	DNAAF9	spinal cord	23.1	Brain	Brain	10.152	5.68162954492057
ENSG00000088899	LZTS3	basal ganglia	93.4	Brain	Brain	19.888	32.2384333948643
ENSG00000088986	DYNLL1	amygdala	813.6	Brain	Brain	355.046	201.913942276689
ENSG00000089022	MAPKAPK5	choroid plexus	29	Brain	Brain	18.65	4.80672360727499
ENSG00000089041	P2RX7	hippocampal formation	18.8	Brain	Brain	4.61	4.88384467151753
ENSG00000089048	ESF1	spinal cord	16.6	Brain	Brain	9.31	2.21343301554073
ENSG00000089057	SLC23A2	choroid plexus	65.8	Brain	Brain	19.38	20.6527064985267
ENSG00000089091	DZANK1	choroid plexus	6.1	Brain	Brain	2.15	1.51256640940395
ENSG00000089094	KDM2B	cerebellum	25.7	Brain	Brain	12.472	5.29223690215881
ENSG00000089116	LHX5	cerebellum	2.1	Brain	Brain	0.164	0.54688729578014
ENSG00000089169	RPH3A	cerebellum	71	Brain	Brain	8.264	20.3176284169633
ENSG00000089248	ERP29	choroid plexus	262.8	Brain	Brain	89.674	41.7446993335559
ENSG00000089335	ZNF302	cerebellum	40.8	Brain	Brain	19.234	7.65545317177932
ENSG00000089486	CDIP1	amygdala	118.7	Brain	Brain	36.094	40.2138437428136
ENSG00000089558	KCNH4	basal ganglia	7.2	Brain	Brain	0.332	1.07900937182668
ENSG00000089692	LAG3	choroid plexus	13.3	Brain	Brain	3.27	4.8648782940919
ENSG00000089693	MLF2	basal ganglia	281.6	Brain	Brain	140.692	61.7726504438424
ENSG00000089737	DDX24	cerebellum	30.5	Brain	Brain	8.76	7.16399728802693
ENSG00000089818	NECAP1	cerebellum	66.2	Brain	Brain	18.212	12.8943689655759
ENSG00000089847	ANKRD24	cerebral cortex	32.9	Brain	Brain	3.126	5.29269076275991
ENSG00000090097	PCBP4	cerebellum	262.2	Brain	Brain	51.238	66.2568252625912
ENSG00000090104	RGS1	spinal cord	385.3	Brain	Brain	60.712	64.5371863694862
ENSG00000090238	YPEL3	cerebellum	280	Brain	Brain	86.052	59.2549325941283
ENSG00000090273	NUDC	choroid plexus	162.7	Brain	Brain	72.738	28.9662427734106
ENSG00000090447	TFAP4	cerebellum	14.5	Brain	Brain	5.264	2.765587364266
ENSG00000090539	CHRD	cerebellum	71.9	Brain	Brain	11.242	20.5617545705713
ENSG00000090581	GNPTG	choroid plexus	165	Brain	Brain	46.744	24.8745108453597
ENSG00000090686	USP48	cerebellum	53.2	Brain	Brain	25.828	8.41230973645412
ENSG00000090857	PDPR	cerebellum	19.4	Brain	Brain	11.66	3.29879384265318
ENSG00000090861	AARS1	cerebral cortex	102.8	Brain	Brain	47.392	18.1449249665248
ENSG00000090932	DLL3	basal ganglia	11.1	Brain	Brain	1.624	4.65681681593155
ENSG00000090971	NAT14	cerebellum	60.7	Brain	Brain	16.406	15.052634320942
ENSG00000091129	NRCAM	cerebral cortex	105.3	Brain	Brain	8.98	16.9243936978793
ENSG00000091157	WDR7	cerebral cortex	20.7	Brain	Brain	5.566	3.37055739349698
ENSG00000091181	IL5RA	choroid plexus	6	Brain	Brain	0.954	1.67114893875747
ENSG00000091428	RAPGEF4	amygdala	251.9	Brain	Brain	24.906	61.796527245403
ENSG00000091592	NLRP1	choroid plexus	46.2	Brain	Brain	11.244	9.7651851398899
ENSG00000091622	PITPNM3	amygdala	33.5	Brain	Brain	7.736	12.0241043622503
ENSG00000091664	SLC17A6	hypothalamus	15.3	Brain	Brain	0.886	2.62025158474276
ENSG00000091844	RGS17	basal ganglia	3	Brain	Brain	0.924	0.947296906239764
ENSG00000091972	CD200	basal ganglia	43.4	Brain	Brain	16.006	12.8375312331953
ENSG00000092051	JPH4	cerebellum	56.3	Brain	Brain	7.052	12.8658262740597
ENSG00000092096	SLC22A17	basal ganglia	284.9	Brain	Brain	54.296	85.4728694513347
ENSG00000092421	SEMA6A	spinal cord	54	Brain	Brain	12.74	11.4576237875549
ENSG00000092445	TYRO3	cerebellum	33.4	Brain	Brain	8.094	10.2278812616319
ENSG00000092758	COL9A3	basal ganglia	43.3	Brain	Brain	9.02	15.225582660343
ENSG00000092820	EZR	choroid plexus	406.4	Brain	Brain	114.012	90.4761184861869
ENSG00000092847	AGO1	cerebellum	8	Brain	Brain	5.316	1.06643790063855
ENSG00000092871	RFFL	spinal cord	49.6	Brain	Brain	18.376	10.1067679890098
ENSG00000092964	DPYSL2	cerebral cortex	221.3	Brain	Brain	52.352	60.2823094502281
ENSG00000093010	COMT	choroid plexus	190.8	Brain	Brain	87.388	49.280557245723
ENSG00000093183	SEC22C	spinal cord	63.6	Brain	Brain	26.526	8.33102904195869
ENSG00000094916	CBX5	choroid plexus	115.3	Brain	Brain	16.568	15.3756027258665
ENSG00000095059	DHPS	choroid plexus	72.1	Brain	Brain	38.228	14.7216769231148
ENSG00000095380	NANS	choroid plexus	112.8	Brain	Brain	44.304	28.7970658936224
ENSG00000095397	WHRN	choroid plexus	53.1	Brain	Brain	14.088	16.8455970145172
ENSG00000095587	TLL2	spinal cord	1.6	Brain	Brain	0.346	0.625384779514964
ENSG00000095713	CRTAC1	cerebral cortex	28.9	Brain	Brain	7.194	10.4788496408679
ENSG00000095739	BAMBI	choroid plexus	38.9	Brain	Brain	12.198	12.6402416988
ENSG00000095752	IL11	cerebellum	7.4	Brain	Brain	1.154	1.4842314028287
ENSG00000095787	WAC	cerebellum	115.5	Brain	Brain	42.804	15.1261222892784
ENSG00000095970	TREM2	choroid plexus	56.7	Brain	Brain	7.782	12.0184499323128
ENSG00000096080	MRPS18A	choroid plexus	137.9	Brain	Brain	38.238	25.5780030654531
ENSG00000096092	TMEM14A	cerebral cortex	82.1	Brain	Brain	34.242	23.5881333880978
ENSG00000096093	EFHC1	choroid plexus	26.1	Brain	Brain	6.176	6.11804157006646
ENSG00000096746	HNRNPH3	spinal cord	99.6	Brain	Brain	68.37	14.397608219735
ENSG00000097021	ACOT7	cerebral cortex	141.6	Brain	Brain	30.522	31.9809464321161
ENSG00000097046	CDC7	cerebellum	13.4	Brain	Brain	4.16	3.88045863058395
ENSG00000099194	SCD	spinal cord	976.3	Brain	Brain	137.06	239.900275199543
ENSG00000099203	TMED1	choroid plexus	48.8	Brain	Brain	23.03	11.1449128140445
ENSG00000099204	ABLIM1	cerebellum	259.6	Brain	Brain	63.594	54.5020666524468
ENSG00000099256	PRTFDC1	midbrain	28.6	Brain	Brain	11.082	8.33109959178038
ENSG00000099282	TSPAN15	spinal cord	95.5	Brain	Brain	24.95	19.9885911336993
ENSG00000099308	MAST3	basal ganglia	40.8	Brain	Brain	10.412	11.9513749529209
ENSG00000099326	MZF1	cerebellum	19	Brain	Brain	9.428	3.98174610451449
ENSG00000099364	FBXL19	amygdala	24.4	Brain	Brain	9.938	6.52570709281565
ENSG00000099365	STX1B	cerebellum	145	Brain	Brain	11.116	27.1412733372505
ENSG00000099385	BCL7C	choroid plexus	55.2	Brain	Brain	25.34	9.16869118027124
ENSG00000099625	CBARP	basal ganglia	16.2	Brain	Brain	2.32	4.47888470082288
ENSG00000099715	PCDH11Y	amygdala	1.6	Brain	Brain	0.226	0.516190915480396
ENSG00000099785	MARCHF2	amygdala	97.1	Brain	Brain	41.376	26.8237372793698
ENSG00000099797	TECR	choroid plexus	341.8	Brain	Brain	130.302	82.1110708437178
ENSG00000099814	CEP170B	cerebellum	41.4	Brain	Brain	13.13	9.44066864632987
ENSG00000099817	POLR2E	cerebral cortex	29.7	Brain	Brain	17.514	6.0926858123625
ENSG00000099822	HCN2	basal ganglia	100.9	Brain	Brain	11.972	26.7201906384498
ENSG00000099864	PALM	amygdala	298.9	Brain	Brain	49.496	74.0483900250783
ENSG00000099889	ARVCF	cerebellum	54.6	Brain	Brain	5.092	7.74991349523809
ENSG00000099904	ZDHHC8	cerebellum	45	Brain	Brain	23.278	9.71710652322354
ENSG00000099910	KLHL22	cerebellum	33.1	Brain	Brain	15.584	5.09815332713119
ENSG00000099954	CECR2	cerebellum	18.1	Brain	Brain	2.616	4.05665791870448
ENSG00000099960	SLC7A4	choroid plexus	13.6	Brain	Brain	1.948	2.92080782787005
ENSG00000099991	CABIN1	cerebellum	80.1	Brain	Brain	25.552	12.67897568772
ENSG00000099999	RNF215	cerebellum	25.8	Brain	Brain	10.012	4.40067898286209
ENSG00000100029	PES1	choroid plexus	50.5	Brain	Brain	29.698	9.05115823008981
ENSG00000100030	MAPK1	cerebral cortex	89.1	Brain	Brain	34.842	11.066184748953
ENSG00000100033	PRODH	amygdala	54.3	Brain	Brain	13.09	17.9393337077371
ENSG00000100056	ESS2	cerebellum	4.8	Brain	Brain	1.052	0.704573977518272
ENSG00000100095	SEZ6L	cerebellum	27.1	Brain	Brain	4.576	10.395241454529
ENSG00000100099	HPS4	cerebellum	22.7	Brain	Brain	8.104	3.18817713896009
ENSG00000100124	ANKRD54	choroid plexus	39.6	Brain	Brain	13.528	6.81475110719836
ENSG00000100138	SNU13	hypothalamus	175.6	Brain	Brain	104.108	35.1004496744264
ENSG00000100146	SOX10	hippocampal formation	82.8	Brain	Brain	15.908	30.8748880192962
ENSG00000100156	SLC16A8	basal ganglia	2.8	Brain	Brain	0.538	0.594151770619774
ENSG00000100167	SEPTIN3	amygdala	199.3	Brain	Brain	24.93	59.3226778057162
ENSG00000100211	CBY1	choroid plexus	52.9	Brain	Brain	28.194	11.1878106045128
ENSG00000100239	PPP6R2	cerebellum	53.3	Brain	Brain	27.61	12.1534617559386
ENSG00000100241	SBF1	amygdala	100.5	Brain	Brain	36.966	27.9826958920643
ENSG00000100276	RASL10A	amygdala	36.5	Brain	Brain	3.754	8.17547876648362
ENSG00000100285	NEFH	midbrain	95.6	Brain	Brain	14.128	37.7673600575191
ENSG00000100294	MCAT	choroid plexus	24.9	Brain	Brain	12.176	5.18445714789575
ENSG00000100302	RASD2	basal ganglia	194.8	Brain	Brain	9.528	27.6633555595905
ENSG00000100307	CBX7	cerebellum	106	Brain	Brain	40.204	21.7882945544583
ENSG00000100314	CABP7	hippocampal formation	55	Brain	Brain	2.212	7.93238363949208
ENSG00000100320	RBFOX2	cerebellum	101.7	Brain	Brain	29.23	18.0387140362508
ENSG00000100321	SYNGR1	cerebellum	230.8	Brain	Brain	37.354	43.1334531378121
ENSG00000100324	TAB1	cerebellum	23.3	Brain	Brain	13.396	3.96262951246533
ENSG00000100346	CACNA1I	basal ganglia	6.5	Brain	Brain	1.362	2.4262080937722
ENSG00000100350	FOXRED2	amygdala	13.5	Brain	Brain	5.932	2.90463668738696
ENSG00000100360	IFT27	choroid plexus	41.8	Brain	Brain	17.36	8.55572370774473
ENSG00000100364	KIAA0930	amygdala	184.6	Brain	Brain	45.262	50.2746411915468
ENSG00000100379	KCTD17	basal ganglia	152.5	Brain	Brain	18.812	25.6616575728801
ENSG00000100387	RBX1	spinal cord	87.9	Brain	Brain	46.04	17.9008949724958
ENSG00000100395	L3MBTL2	cerebral cortex	19.5	Brain	Brain	12.986	2.63996057484476
ENSG00000100399	CHADL	midbrain	46	Brain	Brain	8.216	16.5141047938681
ENSG00000100401	RANGAP1	cerebral cortex	115.2	Brain	Brain	45.762	30.8931198337304
ENSG00000100403	ZC3H7B	cerebral cortex	54.3	Brain	Brain	27.31	10.2305714325611
ENSG00000100413	POLR3H	amygdala	46.9	Brain	Brain	16.156	10.6565331116261
ENSG00000100416	TRMU	choroid plexus	10.5	Brain	Brain	5.09	2.05875432914059
ENSG00000100422	CERK	cerebellum	39.8	Brain	Brain	19.614	8.45277420949683
ENSG00000100425	BRD1	cerebellum	26.8	Brain	Brain	10.04	5.37868051492489
ENSG00000100427	MLC1	amygdala	190.1	Brain	Brain	22.536	52.6695271073729
ENSG00000100433	KCNK10	amygdala	4	Brain	Brain	0.928	1.38711858151482
ENSG00000100478	AP4S1	cerebral cortex	16.2	Brain	Brain	6.75	2.92897209802695
ENSG00000100483	VCPKMT	cerebellum	5.8	Brain	Brain	3.028	1.14607404398046
ENSG00000100505	TRIM9	cerebellum	113.8	Brain	Brain	8.818	19.5518221918165
ENSG00000100554	ATP6V1D	cerebral cortex	135.2	Brain	Brain	64.654	32.2050712827426
ENSG00000100568	VTI1B	amygdala	85.1	Brain	Brain	35.486	18.140731146528
ENSG00000100596	SPTLC2	spinal cord	37.1	Brain	Brain	11.268	6.36721321157323
ENSG00000100605	ITPK1	amygdala	171.6	Brain	Brain	51.258	54.0469791487188
ENSG00000100626	GALNT16	hypothalamus	26.8	Brain	Brain	7.414	7.98015421057073
ENSG00000100678	SLC8A3	cerebral cortex	8.9	Brain	Brain	1.816	3.52399124370568
ENSG00000100711	ZFYVE21	cerebral cortex	97.9	Brain	Brain	46.1	22.397375939596
